result,pnl,lot,entry,sl,tp1,tp2,direction,bar,time,engine,balance_before,balance_after
SL,3.45,0.5,4620.39990234375,4620.39990234375,4612.124065345718,4603.158575264516,SHORT,606,2026-01-15 18:30:00+00:00,RSI Bounce,9891.269999999997,9894.72
SL,3.35,0.5,4612.2998046875,4612.2998046875,4620.347217130319,4629.065247276706,LONG,614,2026-01-15 20:30:00+00:00,RSI Bounce,9894.719999999998,9898.07
TP2,53.03,0.5,4618.2998046875,4618.2998046875,4611.419739298536,4603.966335127159,SHORT,620,2026-01-15 23:00:00+00:00,RSI Bounce,9898.069999999998,9951.1
SL,-31.86,0.5,4607.2001953125,4600.828855946309,4614.8458025519285,4623.128543727977,LONG,628,2026-01-16 01:00:00+00:00,RSI Bounce,9951.099999999999,9919.24
SL,-33.07,0.5,4603.5,4596.886732816562,4611.435920620126,4620.033167958596,LONG,633,2026-01-16 02:15:00+00:00,RSI Bounce,9919.239999999998,9886.17
TP2,63.49,0.5,4601.89990234375,4601.89990234375,4610.13694258067,4619.060402837333,LONG,636,2026-01-16 03:00:00+00:00,RSI Bounce,9886.169999999998,9949.66
SL,3.34,0.5,4608.60009765625,4608.60009765625,4600.5793005550395,4591.890103695395,SHORT,648,2026-01-16 06:00:00+00:00,RSI Bounce,9949.659999999998,9953.0
SL,-39.72,0.5,4609.89990234375,4617.843397353139,4600.367708332484,4590.041164820278,SHORT,653,2026-01-16 07:15:00+00:00,RSI Bounce,9952.999999999998,9913.28
TP2,56.28,0.5,4616.5,4616.5,4609.1983152245,4601.288156717708,SHORT,671,2026-01-16 11:45:00+00:00,RSI Bounce,9913.279999999999,9969.56
SL,4.69,0.5,4603.10009765625,4603.10009765625,4614.354708058135,4626.5472026601765,LONG,678,2026-01-16 13:30:00+00:00,RSI Bounce,9969.56,9974.25
TP2,175.24,0.5,4574.7998046875,4574.7998046875,4597.534227342921,4622.163185219628,LONG,687,2026-01-16 15:45:00+00:00,RSI Bounce,9974.25,10149.49
SL,-47.24,0.5,4721.39990234375,4730.847743649508,4710.06249277684,4697.780299079355,SHORT,725,2026-01-20 07:45:00+00:00,RSI Bounce,10149.49,10102.25
SL,-45.06,0.5,4731.2998046875,4740.311067140963,4720.486289743344,4708.771648553841,SHORT,730,2026-01-20 09:00:00+00:00,RSI Bounce,10102.25,10057.19
SL,4.12,0.5,4737.60009765625,4737.60009765625,4727.701295173239,4716.97759248331,SHORT,733,2026-01-20 09:45:00+00:00,RSI Bounce,10057.19,10061.31
SL,-36.46,0.5,4730.10009765625,4737.39282607865,4721.3488235493705,4711.868276600251,SHORT,736,2026-01-20 10:30:00+00:00,RSI Bounce,10061.310000000001,10024.85
SL,3.46,0.5,4736.0,4736.0,4727.702970479601,4718.714521832503,SHORT,742,2026-01-20 12:00:00+00:00,RSI Bounce,10024.850000000002,10028.31
TP2,70.77,0.5,4735.2001953125,4735.2001953125,4744.381226090182,4754.327342766005,LONG,748,2026-01-20 13:30:00+00:00,RSI Bounce,10028.310000000001,10099.08
SL,5.63,0.5,4743.10009765625,4743.10009765625,4729.596461677749,4714.96752270104,SHORT,752,2026-01-20 14:30:00+00:00,RSI Bounce,10099.080000000002,10104.71
SL,4.53,0.5,4766.2998046875,4766.2998046875,4755.424530165805,4743.642982767302,SHORT,767,2026-01-20 18:15:00+00:00,RSI Bounce,10104.710000000001,10109.24
SL,3.8,0.5,4765.89990234375,4765.89990234375,4756.774821159745,4746.889316543741,SHORT,773,2026-01-20 19:45:00+00:00,RSI Bounce,10109.240000000002,10113.04
SL,-33.61,0.5,4761.89990234375,4768.6216463536675,4753.8338095318495,4745.095542318957,SHORT,782,2026-01-20 23:00:00+00:00,RSI Bounce,10113.04,10079.43
SL,-64.04,0.5,4821.7998046875,4834.606853517914,4806.431346091003,4789.782182611466,SHORT,792,2026-01-21 01:30:00+00:00,RSI Bounce,10079.43,10015.39
SL,-73.61,0.5,4827.7001953125,4842.4212964437165,4810.034873955041,4790.897442484459,SHORT,795,2026-01-21 02:15:00+00:00,RSI Bounce,10015.39,9941.78
SL,-73.7,0.5,4836.10009765625,4850.8399704791,4818.412250268831,4799.2504155991255,SHORT,798,2026-01-21 03:00:00+00:00,RSI Bounce,9941.779999999999,9868.08
SL,7.29,0.5,4864.89990234375,4864.89990234375,4847.40988503166,4828.462366276896,SHORT,812,2026-01-21 06:30:00+00:00,RSI Bounce,9868.079999999998,9875.37
SL,-66.19,0.5,4863.39990234375,4876.637550726774,4847.514724284121,4830.305781386191,SHORT,820,2026-01-21 08:30:00+00:00,RSI Bounce,9875.369999999999,9809.18
SL,-66.7,0.5,4868.60009765625,4881.940552650304,4852.591551663385,4835.248960171114,SHORT,824,2026-01-21 09:30:00+00:00,RSI Bounce,9809.179999999998,9742.48
SL,-78.62,0.5,4862.5,4846.775289531841,4881.369652561792,4901.811776170399,LONG,843,2026-01-21 14:15:00+00:00,RSI Bounce,9742.479999999998,9663.86
SL,-96.1,0.46,4839.10009765625,4818.2077742931115,4864.170885692017,4891.330906064097,LONG,848,2026-01-21 15:30:00+00:00,RSI Bounce,9663.859999999997,9567.76
SL,-93.19,0.5,4823.5,4804.8614897526295,4845.866212296844,4870.096275618426,LONG,855,2026-01-21 17:15:00+00:00,RSI Bounce,9567.759999999997,9474.57
SL,9.51,0.38,4783.39990234375,4783.39990234375,4813.4453115319775,4845.994504819223,LONG,865,2026-01-21 19:45:00+00:00,RSI Bounce,9474.569999999996,9484.08
TP2,175.34,0.48,4791.89990234375,4791.89990234375,4815.59431552775,4841.26326314375,LONG,878,2026-01-22 00:00:00+00:00,RSI Bounce,9484.079999999996,9659.42
SL,-46.7,0.5,4818.5,4827.839312845475,4807.29282458543,4795.151717886312,SHORT,902,2026-01-22 06:00:00+00:00,RSI Bounce,9659.419999999996,9612.72
SL,4.24,0.5,4834.39990234375,4834.39990234375,4824.217586731578,4813.186744818391,SHORT,908,2026-01-22 07:30:00+00:00,RSI Bounce,9612.719999999996,9616.96
SL,3.71,0.5,4831.10009765625,4831.10009765625,4822.199752584754,4812.557712090632,SHORT,915,2026-01-22 09:15:00+00:00,RSI Bounce,9616.959999999995,9620.67
SL,-35.61,0.5,4828.10009765625,4835.222584363988,4819.553113606964,4810.293880886904,SHORT,922,2026-01-22 11:00:00+00:00,RSI Bounce,9620.669999999995,9585.06
SL,-34.37,0.5,4826.5,4833.373442263965,4818.251869283242,4809.316394340088,SHORT,926,2026-01-22 12:00:00+00:00,RSI Bounce,9585.059999999994,9550.69
SL,-54.87,0.5,4836.7001953125,4847.675002718494,4823.530426425307,4809.2631767975145,SHORT,937,2026-01-22 14:45:00+00:00,RSI Bounce,9550.689999999993,9495.82
SL,-59.48,0.5,4880.7998046875,4892.695915777619,4866.524471379357,4851.059526962202,SHORT,945,2026-01-22 16:45:00+00:00,RSI Bounce,9495.819999999992,9436.34
SL,-56.64,0.5,4917.60009765625,4928.928905715693,4904.005527984918,4889.278077507642,SHORT,955,2026-01-22 19:15:00+00:00,RSI Bounce,9436.339999999993,9379.7
SL,-48.88,0.5,4926.0,4935.776323457189,4914.2684118513735,4901.559191357027,SHORT,960,2026-01-22 20:30:00+00:00,RSI Bounce,9379.699999999993,9330.82
SL,-47.21,0.5,4938.39990234375,4947.841580806204,4927.069888188806,4914.795706187616,SHORT,965,2026-01-22 21:45:00+00:00,RSI Bounce,9330.819999999994,9283.61
SL,-55.73,0.5,4941.10009765625,4952.246597920646,4927.724297338975,4913.233846995259,SHORT,968,2026-01-22 23:30:00+00:00,RSI Bounce,9283.609999999995,9227.88
SL,-59.6,0.5,4952.2001953125,4964.120555706858,4937.89576283927,4922.399294326604,SHORT,972,2026-01-23 00:30:00+00:00,RSI Bounce,9227.879999999996,9168.28
SL,-66.46,0.5,4951.5,4964.791627985466,4935.55004641744,4918.270930036334,SHORT,978,2026-01-23 02:00:00+00:00,RSI Bounce,9168.279999999995,9101.82
SL,-65.63,0.5,4925.5,4912.37341473418,4941.251902318983,4958.316463164549,LONG,1004,2026-01-23 08:30:00+00:00,RSI Bounce,9101.819999999996,9036.19
TP2,124.68,0.5,4918.7998046875,4918.7998046875,4934.975069284328,4952.49827259756,LONG,1008,2026-01-23 09:30:00+00:00,RSI Bounce,9036.189999999997,9160.87
SL,-54.5,0.5,4931.60009765625,4942.50005934295,4918.5201436322095,4904.350193439498,SHORT,1023,2026-01-23 13:15:00+00:00,RSI Bounce,9160.869999999997,9106.37
SL,-53.04,0.5,4940.7998046875,4951.407606454114,4928.070442567563,4914.280300270964,SHORT,1027,2026-01-23 14:15:00+00:00,RSI Bounce,9106.369999999997,9053.33
SL,-62.8,0.5,4945.0,4957.559003260448,4929.9291960874625,4913.602491848881,SHORT,1031,2026-01-23 15:15:00+00:00,RSI Bounce,9053.329999999996,8990.53
SL,6.41,0.5,4981.39990234375,4981.39990234375,4966.013659020352,4949.345228753336,SHORT,1037,2026-01-23 16:45:00+00:00,RSI Bounce,8990.529999999997,8996.94
SL,-62.98,0.5,4966.89990234375,4979.49633250042,4951.784186155746,4935.408826952075,SHORT,1041,2026-01-23 17:45:00+00:00,RSI Bounce,8996.939999999997,8933.96
SL,-57.98,0.5,4982.10009765625,4993.696118557815,4968.184872574373,4953.110045402339,SHORT,1050,2026-01-23 20:00:00+00:00,RSI Bounce,8933.959999999997,8875.98
SL,-66.95,0.5,5017.7001953125,5031.0895078012745,5001.63302032597,4984.226914090564,SHORT,1059,2026-01-25 23:15:00+00:00,RSI Bounce,8875.979999999998,8809.03
SL,-65.2,0.5,5041.0,5054.0407688936475,5025.351077327623,5008.398077765881,SHORT,1065,2026-01-26 00:45:00+00:00,RSI Bounce,8809.029999999997,8743.83
SL,-78.31,0.5,5068.7998046875,5084.461921023762,5050.005265083985,5029.644513846844,SHORT,1069,2026-01-26 01:45:00+00:00,RSI Bounce,8743.829999999996,8665.52
SL,7.35,0.5,5078.89990234375,5078.89990234375,5061.2684284777915,5042.167665123004,SHORT,1073,2026-01-26 02:45:00+00:00,RSI Bounce,8665.519999999997,8672.87
SL,-85.37,0.5,5074.2001953125,5091.275113241545,5053.710293797645,5031.512900489886,SHORT,1089,2026-01-26 06:45:00+00:00,RSI Bounce,8672.869999999997,8587.5
SL,7.42,0.5,5085.39990234375,5085.39990234375,5067.587421208189,5048.290566644665,SHORT,1092,2026-01-26 07:30:00+00:00,RSI Bounce,8587.499999999996,8594.92
SL,5.78,0.5,5091.2998046875,5091.2998046875,5077.429440567199,5062.403212770207,SHORT,1096,2026-01-26 08:30:00+00:00,RSI Bounce,8594.919999999996,8600.7
SL,5.7,0.5,5089.2001953125,5089.2001953125,5075.518790417869,5060.697268448686,SHORT,1100,2026-01-26 09:30:00+00:00,RSI Bounce,8600.699999999997,8606.4
TP2,114.06,0.5,5068.7001953125,5068.7001953125,5083.497495930089,5099.527904932478,LONG,1118,2026-01-26 14:00:00+00:00,RSI Bounce,8606.399999999998,8720.46
SL,6.87,0.5,5092.7001953125,5092.7001953125,5076.219048682147,5058.3644731659315,SHORT,1122,2026-01-26 15:00:00+00:00,RSI Bounce,8720.459999999997,8727.33
SL,-87.21,0.38,5029.7998046875,5006.850475278705,5057.338999978055,5087.173128209489,LONG,1140,2026-01-26 19:30:00+00:00,RSI Bounce,8727.329999999998,8640.12
TP2,159.6,0.37,5004.7998046875,5004.7998046875,5032.779691991061,5063.091236569918,LONG,1149,2026-01-26 21:45:00+00:00,RSI Bounce,8640.119999999999,8799.72
SL,-87.34,0.38,5060.5,5083.483219529974,5032.920136564031,5003.041951175066,SHORT,1159,2026-01-27 01:15:00+00:00,RSI Bounce,8799.72,8712.38
SL,-87.81,0.5,5067.39990234375,5084.962866535539,5046.324345313603,5023.492491864277,SHORT,1165,2026-01-27 02:45:00+00:00,RSI Bounce,8712.38,8624.57
SL,-69.73,0.5,5064.5,5078.4455438147515,5047.765347422298,5029.636140463121,SHORT,1170,2026-01-27 04:00:00+00:00,RSI Bounce,8624.57,8554.84
SL,-56.76,0.5,5077.7001953125,5089.0525175847815,5064.077408585762,5049.319389631796,SHORT,1179,2026-01-27 06:15:00+00:00,RSI Bounce,8554.84,8498.08
SL,-56.85,0.5,5081.60009765625,5092.969503200245,5067.956811003456,5053.176583796263,SHORT,1185,2026-01-27 07:45:00+00:00,RSI Bounce,8498.08,8441.23
TP2,92.73,0.5,5093.60009765625,5093.60009765625,5081.5700244899435,5068.537445226444,SHORT,1194,2026-01-27 10:00:00+00:00,RSI Bounce,8441.23,8533.96
SL,-76.75,0.5,5074.7998046875,5059.449050781513,5093.220709374686,5113.176689452469,LONG,1212,2026-01-27 14:30:00+00:00,RSI Bounce,8533.96,8457.21
SL,-79.47,0.5,5085.5,5101.394438012712,5066.426674384746,5045.76390496822,SHORT,1220,2026-01-27 16:30:00+00:00,RSI Bounce,8457.21,8377.74
SL,8.37,0.47,5179.60009765625,5179.60009765625,5158.238146115623,5135.09603194661,SHORT,1241,2026-01-27 21:45:00+00:00,RSI Bounce,8377.74,8386.11
SL,-81.33,0.5,5161.5,5177.766605068506,5141.980073917794,5120.833487328737,SHORT,1244,2026-01-27 23:30:00+00:00,RSI Bounce,8386.11,8304.78
SL,-82.91,0.46,5199.5,5217.523601592425,5177.87167808909,5154.440996018939,SHORT,1253,2026-01-28 01:45:00+00:00,RSI Bounce,8304.78,8221.87
SL,-75.86,0.5,5231.2001953125,5246.372115914786,5212.993890589756,5193.270393806783,SHORT,1259,2026-01-28 03:15:00+00:00,RSI Bounce,8221.87,8146.01
SL,-60.56,0.5,5253.89990234375,5266.012428850254,5239.364870535946,5223.61858607749,SHORT,1269,2026-01-28 05:45:00+00:00,RSI Bounce,8146.010000000001,8085.45
TP2,150.17,0.46,5316.39990234375,5316.39990234375,5295.223975719508,5272.2833885432465,SHORT,1282,2026-01-28 09:00:00+00:00,RSI Bounce,8085.450000000001,8235.62
TP2,137.81,0.5,5312.2998046875,5312.2998046875,5294.421803556282,5275.053968997461,SHORT,1287,2026-01-28 10:15:00+00:00,RSI Bounce,8235.62,8373.43
SL,7.42,0.5,5307.7998046875,5307.7998046875,5290.00252019475,5270.722128660938,SHORT,1298,2026-01-28 13:00:00+00:00,RSI Bounce,8373.43,8380.85
SL,-84.34,0.43,5316.7998046875,5336.414620465533,5293.26202575386,5267.762765242417,SHORT,1312,2026-01-28 16:30:00+00:00,RSI Bounce,8380.85,8296.51
SL,-82.27,0.44,5321.2998046875,5339.99807138461,5298.861884650968,5274.554137944725,SHORT,1316,2026-01-28 17:30:00+00:00,RSI Bounce,8296.51,8214.24
SL,-82.4,0.31,5409.39990234375,5435.981462191879,5377.502030525995,5342.946002723428,SHORT,1329,2026-01-28 20:45:00+00:00,RSI Bounce,8214.24,8131.84
SL,8.33,0.2,5539.39990234375,5539.39990234375,5489.403068591523,5435.239832026611,SHORT,1337,2026-01-28 23:45:00+00:00,RSI Bounce,8131.84,8140.17
SL,-81.04,0.18,5509.5,5554.524752254026,5455.470297295169,5396.938119364935,SHORT,1342,2026-01-29 01:00:00+00:00,RSI Bounce,8140.17,8059.13
SL,-82.22,0.2,5550.5,5591.610820363214,5501.167015564143,5447.722949091964,SHORT,1346,2026-01-29 02:00:00+00:00,RSI Bounce,8059.13,7976.91
SL,-79.83,0.24,5551.10009765625,5584.362247911979,5511.185517349375,5467.944722016928,SHORT,1351,2026-01-29 03:15:00+00:00,RSI Bounce,7976.91,7897.08
SL,-80.2,0.28,5564.89990234375,5593.543372698625,5530.5277379179,5493.291226456562,SHORT,1354,2026-01-29 04:00:00+00:00,RSI Bounce,7897.08,7816.88
SL,-78.23,0.31,5570.0,5595.237000374648,5539.715599550422,5506.907499063379,SHORT,1359,2026-01-29 05:15:00+00:00,RSI Bounce,7816.88,7738.65
TP2,141.41,0.35,5612.0,5612.0,5585.793586266316,5557.403304721491,SHORT,1364,2026-01-29 06:30:00+00:00,RSI Bounce,7738.650000000001,7880.06
SL,-79.12,0.28,5540.60009765625,5512.34184953646,5574.509995399997,5611.245717955723,LONG,1373,2026-01-29 08:45:00+00:00,RSI Bounce,7880.06,7800.94
SL,7.72,0.32,5537.0,5537.0,5565.931255616411,5597.273449200856,LONG,1382,2026-01-29 11:00:00+00:00,RSI Bounce,7800.9400000000005,7808.66
SL,7.79,0.41,5559.60009765625,5559.60009765625,5536.793926227694,5512.087240513425,SHORT,1388,2026-01-29 12:30:00+00:00,RSI Bounce,7808.660000000001,7816.45
TP2,144.55,0.29,5547.2001953125,5547.2001953125,5514.868696512403,5479.842906145632,SHORT,1396,2026-01-29 14:30:00+00:00,RSI Bounce,7816.450000000001,7961.0
TP2,145.04,0.09,5212.89990234375,5212.89990234375,5317.433741473885,5430.678733864865,LONG,1401,2026-01-29 15:45:00+00:00,RSI Bounce,7961.000000000001,8106.04
SL,-81.25,0.2,5414.39990234375,5455.026197009984,5365.648348744269,5312.834165678166,SHORT,1424,2026-01-29 21:30:00+00:00,RSI Bounce,8106.040000000001,8024.79
TP2,145.55,0.22,5456.0,5456.0,5413.0869134651075,5366.59773638564,SHORT,1431,2026-01-30 00:15:00+00:00,RSI Bounce,8024.790000000001,8170.34
SL,-82.74,0.18,5388.10009765625,5342.131499129241,5443.26241588866,5503.021593973772,LONG,1435,2026-01-30 01:15:00+00:00,RSI Bounce,8170.340000000001,8087.6
SL,-78.55,0.12,5246.2001953125,5180.743423119837,5324.748321943695,5409.842125794157,LONG,1440,2026-01-30 02:30:00+00:00,RSI Bounce,8087.600000000001,8009.05
SL,-82.8,0.14,5230.10009765625,5170.955323961081,5301.073826090452,5377.962031894171,LONG,1443,2026-01-30 03:15:00+00:00,RSI Bounce,8009.050000000001,7926.25
SL,-81.08,0.2,5200.2998046875,5159.76203638966,5248.945126644908,5301.6442254321,LONG,1458,2026-01-30 07:00:00+00:00,RSI Bounce,7926.250000000001,7845.17
SL,-78.5,0.19,5209.2001953125,5167.883734752066,5258.779947985021,5312.491346713587,LONG,1461,2026-01-30 07:45:00+00:00,RSI Bounce,7845.170000000001,7766.67
SL,-77.75,0.16,5145.0,5096.4050349511335,5203.313958058639,5266.487412622166,LONG,1465,2026-01-30 08:45:00+00:00,RSI Bounce,7766.670000000001,7688.92
SL,7.37,0.11,5040.0,5040.0,5120.403481614746,5207.507253364054,LONG,1469,2026-01-30 09:45:00+00:00,RSI Bounce,7688.920000000001,7696.29
TP2,143.85,0.18,5149.10009765625,5149.10009765625,5097.261296848817,5041.102595974098,SHORT,1479,2026-01-30 12:15:00+00:00,RSI Bounce,7696.290000000001,7840.14
SL,7.92,0.17,5064.89990234375,5064.89990234375,5120.835462088245,5181.432318478114,LONG,1484,2026-01-30 13:30:00+00:00,RSI Bounce,7840.140000000001,7848.06
TP2,145.15,0.1,4717.60009765625,4717.60009765625,4811.748962655074,4913.743566403799,LONG,1495,2026-02-02 19:30:00+00:00,RSI Bounce,7848.060000000001,7993.21
TP2,149.61,0.15,4699.2001953125,4699.2001953125,4763.894950198863,4833.98093465909,LONG,1501,2026-02-02 21:00:00+00:00,RSI Bounce,7993.210000000001,8142.82
TP2,146.48,0.17,4743.0,4743.0,4798.890073011986,4859.437652108304,LONG,1505,2026-02-02 23:00:00+00:00,RSI Bounce,8142.820000000001,8289.3
SL,-84.36,0.2,4802.7001953125,4844.879299490706,4752.085270298652,4697.252434866984,SHORT,1512,2026-02-03 00:45:00+00:00,RSI Bounce,8289.300000000001,8204.94
SL,7.99,0.19,4867.7998046875,4867.7998046875,4817.306553784313,4762.605531972527,SHORT,1515,2026-02-03 01:30:00+00:00,RSI Bounce,8204.94,8212.93
SL,-80.62,0.25,4828.0,4860.247100465928,4789.303479440887,4747.38224883518,SHORT,1526,2026-02-03 04:15:00+00:00,RSI Bounce,8212.93,8132.31
SL,-80.85,0.3,4842.89990234375,4869.849820734897,4810.560000274374,4775.5251063658825,SHORT,1531,2026-02-03 05:30:00+00:00,RSI Bounce,8132.31,8051.46
SL,-81.25,0.29,4903.0,4931.017695676137,4869.378765188636,4832.955760809658,SHORT,1536,2026-02-03 06:45:00+00:00,RSI Bounce,8051.46,7970.21
SL,7.88,0.31,4935.7998046875,4935.7998046875,4905.298304645327,4872.255012932973,SHORT,1544,2026-02-03 08:45:00+00:00,RSI Bounce,7970.21,7978.09
SL,-80.41,0.34,4926.7001953125,4950.351220779355,4898.318964752275,4867.572631645365,SHORT,1558,2026-02-03 12:15:00+00:00,RSI Bounce,7978.09,7897.68
SL,7.8,0.34,4958.0,4958.0,4930.474435332568,4900.655073609516,SHORT,1564,2026-02-03 13:45:00+00:00,RSI Bounce,7897.68,7905.48
SL,-78.47,0.28,4947.60009765625,4975.625555680416,4913.96954802725,4877.536452595835,SHORT,1570,2026-02-03 15:15:00+00:00,RSI Bounce,7905.4800000000005,7827.01
TP2,146.41,0.28,4978.2001953125,4978.2001953125,4944.2829338203555,4907.539233870533,SHORT,1576,2026-02-03 16:45:00+00:00,RSI Bounce,7827.01,7973.42
SL,-79.5,0.28,4967.5,4995.893984068677,4933.427219117588,4896.515039828308,SHORT,1592,2026-02-03 20:45:00+00:00,RSI Bounce,7973.42,7893.92
SL,-80.05,0.28,5002.2001953125,5030.790109909716,4967.89229779584,4930.725408819459,SHORT,1602,2026-02-04 00:15:00+00:00,RSI Bounce,7893.92,7813.87
SL,-78.17,0.24,5058.7998046875,5091.371587516359,5019.713665292869,4977.370347615352,SHORT,1606,2026-02-04 01:15:00+00:00,RSI Bounce,7813.87,7735.7
SL,-77.68,0.29,5061.60009765625,5088.386281343241,5029.456677231862,4994.634638438774,SHORT,1612,2026-02-04 02:45:00+00:00,RSI Bounce,7735.7,7658.02
SL,-76.21,0.37,5082.2001953125,5102.796230577056,5057.484952995033,5030.710107151111,SHORT,1618,2026-02-04 04:15:00+00:00,RSI Bounce,7658.0199999999995,7581.81
SL,7.65,0.49,5099.2001953125,5099.2001953125,5080.467006614766,5060.1727188588875,SHORT,1622,2026-02-04 05:15:00+00:00,RSI Bounce,7581.8099999999995,7589.46
SL,-76.73,0.45,5080.2998046875,5097.351714656817,5059.83751272432,5037.670029764207,SHORT,1625,2026-02-04 06:00:00+00:00,RSI Bounce,7589.459999999999,7512.73
TP2,140.46,0.39,5101.89990234375,5101.89990234375,5078.538677211258,5053.230683317725,SHORT,1631,2026-02-04 07:30:00+00:00,RSI Bounce,7512.73,7653.19
SL,-75.86,0.44,5082.7998046875,5065.557803908083,5103.490205622801,5125.904806636044,LONG,1643,2026-02-04 10:30:00+00:00,RSI Bounce,7653.19,7577.33
SL,7.52,0.41,5055.2998046875,5055.2998046875,5077.300952301693,5101.135528883734,LONG,1647,2026-02-04 11:30:00+00:00,RSI Bounce,7577.33,7584.85
SL,-74.45,0.23,5013.2998046875,4980.929762047985,5052.143855854918,5094.224911286288,LONG,1661,2026-02-04 15:00:00+00:00,RSI Bounce,7584.85,7510.4
SL,-73.67,0.18,4956.2998046875,4915.369780543382,5005.415833660441,5058.6248650477955,LONG,1665,2026-02-04 16:00:00+00:00,RSI Bounce,7510.400000000001,7436.73
TP2,141.32,0.17,4926.89990234375,4926.89990234375,4980.822078094631,5039.23776849142,LONG,1668,2026-02-04 16:45:00+00:00,RSI Bounce,7436.7300000000005,7578.05
TP2,137.79,0.19,4931.7998046875,4931.7998046875,4978.842059128079,5029.804501438706,LONG,1673,2026-02-04 18:00:00+00:00,RSI Bounce,7578.05,7715.84
TP2,142.92,0.34,5033.39990234375,5033.39990234375,5006.133903523557,4976.5957381350145,SHORT,1692,2026-02-04 23:45:00+00:00,RSI Bounce,7715.84,7858.76
TP2,146.0,0.39,5028.10009765625,5028.10009765625,5003.81747640555,4977.511303383959,SHORT,1696,2026-02-05 00:45:00+00:00,RSI Bounce,7858.76,8004.76
SL,-78.39,0.23,4956.0,4921.915305983654,4996.901632819615,5041.211735040864,LONG,1702,2026-02-05 02:15:00+00:00,RSI Bounce,8004.76,7926.37
SL,8.12,0.17,4866.7998046875,4866.7998046875,4924.13729593553,4986.252911454229,LONG,1705,2026-02-05 03:00:00+00:00,RSI Bounce,7926.37,7934.49
TP2,146.26,0.23,4938.7998046875,4938.7998046875,4897.550981837553,4852.864757083444,SHORT,1720,2026-02-05 06:45:00+00:00,RSI Bounce,7934.49,8080.75
TP2,151.95,0.25,4929.7998046875,4929.7998046875,4890.376110759978,4847.667109005161,SHORT,1723,2026-02-05 07:30:00+00:00,RSI Bounce,8080.75,8232.7
TP2,150.76,0.28,4940.60009765625,4940.60009765625,4905.674567142531,4867.8385757526685,SHORT,1726,2026-02-05 08:15:00+00:00,RSI Bounce,8232.7,8383.46
SL,-85.24,0.28,4896.5,4866.05835668136,4933.029971982368,4972.604108296599,LONG,1730,2026-02-05 09:15:00+00:00,RSI Bounce,8383.460000000001,8298.22
SL,-83.48,0.28,4895.39990234375,4865.586652367232,4931.175802315572,4969.933027285046,LONG,1733,2026-02-05 10:00:00+00:00,RSI Bounce,8298.220000000001,8214.74
SL,-82.31,0.29,4869.10009765625,4840.715738584134,4903.161328542789,4940.060995336541,LONG,1742,2026-02-05 12:15:00+00:00,RSI Bounce,8214.740000000002,8132.43
SL,-81.58,0.24,4873.60009765625,4839.609033013503,4914.389375227546,4958.5777592631175,LONG,1746,2026-02-05 13:15:00+00:00,RSI Bounce,8132.430000000001,8050.85
TP2,147.83,0.23,4898.0,4898.0,4856.3097037141,4811.145216071041,SHORT,1761,2026-02-05 17:00:00+00:00,RSI Bounce,8050.850000000001,8198.68
SL,-80.93,0.32,4856.0,4830.710826037892,4886.34700875453,4919.22293490527,LONG,1773,2026-02-05 20:00:00+00:00,RSI Bounce,8198.680000000002,8117.75
SL,-81.21,0.31,4798.10009765625,4771.904584726679,4829.534713171736,4863.588879980179,LONG,1780,2026-02-05 21:45:00+00:00,RSI Bounce,8117.750000000002,8036.54
TP2,149.62,0.23,4742.0,4742.0,4784.19658090437,4829.909543550772,LONG,1786,2026-02-06 00:15:00+00:00,RSI Bounce,8036.540000000002,8186.16
SL,-82.49,0.21,4833.5,4872.782341085421,4786.361190697495,4735.294147286449,SHORT,1796,2026-02-06 02:45:00+00:00,RSI Bounce,8186.160000000002,8103.67
SL,-81.21,0.23,4821.60009765625,4856.910678135225,4779.227401081481,4733.323646458814,SHORT,1799,2026-02-06 03:30:00+00:00,RSI Bounce,8103.670000000002,8022.46
SL,-79.61,0.31,4831.89990234375,4857.580193914582,4801.083552458751,4767.699173416669,SHORT,1804,2026-02-06 04:45:00+00:00,RSI Bounce,8022.460000000002,7942.85
SL,7.82,0.26,4883.60009765625,4883.60009765625,4847.528087791857,4808.450077105432,SHORT,1809,2026-02-06 06:00:00+00:00,RSI Bounce,7942.850000000002,7950.67
SL,-78.76,0.32,4862.2998046875,4886.911390670521,4832.765901507875,4800.770839729948,SHORT,1816,2026-02-06 07:45:00+00:00,RSI Bounce,7950.670000000002,7871.91
SL,-78.68,0.31,4883.10009765625,4908.480485390649,4852.643632374971,4819.649128320252,SHORT,1819,2026-02-06 08:30:00+00:00,RSI Bounce,7871.910000000002,7793.23
SL,-78.12,0.36,4876.60009765625,4898.299986495317,4850.56023104937,4822.350375558582,SHORT,1826,2026-02-06 10:15:00+00:00,RSI Bounce,7793.230000000001,7715.11
SL,-77.0,0.38,4898.60009765625,4918.86264491345,4874.2850409476105,4847.94372951325,SHORT,1834,2026-02-06 12:15:00+00:00,RSI Bounce,7715.1100000000015,7638.11
SL,7.74,0.36,4944.10009765625,4944.10009765625,4918.314920334637,4890.380978236222,SHORT,1841,2026-02-06 14:00:00+00:00,RSI Bounce,7638.1100000000015,7645.85
SL,-75.73,0.42,4978.2998046875,4996.330792206428,4956.662619664787,4933.222335890182,SHORT,1854,2026-02-06 17:15:00+00:00,RSI Bounce,7645.850000000001,7570.12
