result,pnl,lot,entry,sl,tp1,tp2,direction,bar,time,engine,balance_before,balance_after
SL,-29.84,0.5,5201.89990234375,5207.86879855021,5194.737226895998,5186.977661827599,SHORT,3116,2026-02-27 12:30:00+00:00,RSI Bounce,7122.879999999999,7093.04
SL,-70.54,0.49,5234.0,5248.395131725449,5216.725841929462,5198.012170686379,SHORT,3120,2026-02-27 13:30:00+00:00,RSI Bounce,7093.039999999999,7022.5
SL,-70.44,0.47,5243.0,5257.987805747264,5225.014633103283,5205.53048563184,SHORT,3124,2026-02-27 14:30:00+00:00,RSI Bounce,7022.499999999999,6952.06
SL,-69.8,0.41,5248.89990234375,5265.924985941041,5228.469802027,5206.337193350521,SHORT,3127,2026-02-27 15:15:00+00:00,RSI Bounce,6952.0599999999995,6882.26
SL,-68.69,0.35,5252.5,5272.124604528178,5228.950474566187,5203.438488679555,SHORT,3131,2026-02-27 16:15:00+00:00,RSI Bounce,6882.259999999999,6813.57
SL,-54.68,0.5,5264.39990234375,5275.336044710913,5251.276531503155,5237.059546425843,SHORT,3144,2026-02-27 19:30:00+00:00,RSI Bounce,6813.57,6758.89
SL,-44.11,0.5,5278.10009765625,5286.921267667465,5267.514693642792,5256.047172628211,SHORT,3150,2026-02-27 21:00:00+00:00,RSI Bounce,6758.889999999999,6714.78
SL,-66.97,0.45,5247.89990234375,5262.782213154363,5230.041129371015,5210.694125317219,SHORT,3153,2026-02-27 21:45:00+00:00,RSI Bounce,6714.78,6647.81
TP2,122.33,0.24,5390.7001953125,5390.7001953125,5357.6374288141615,5321.819431774295,SHORT,3158,2026-03-02 00:00:00+00:00,RSI Bounce,6647.8099999999995,6770.14
SL,6.8,0.26,5360.60009765625,5360.60009765625,5329.198720179022,5295.180561245357,SHORT,3161,2026-03-02 00:45:00+00:00,RSI Bounce,6770.139999999999,6776.94
SL,-67.15,0.41,5368.7998046875,5385.177032033217,5349.147131872639,5327.856736323206,SHORT,3174,2026-03-02 04:00:00+00:00,RSI Bounce,6776.94,6709.79
SL,-63.35,0.5,5389.7998046875,5402.470599826626,5374.594850520548,5358.122816839684,SHORT,3184,2026-03-02 06:30:00+00:00,RSI Bounce,6709.79,6646.44
SL,-66.11,0.48,5417.60009765625,5431.3733009586385,5401.072253693384,5383.167089400278,SHORT,3188,2026-03-02 07:30:00+00:00,RSI Bounce,6646.44,6580.33
SL,6.52,0.45,5416.7998046875,5416.7998046875,5399.412852866104,5380.576988392924,SHORT,3192,2026-03-02 08:30:00+00:00,RSI Bounce,6580.33,6586.85
SL,6.57,0.47,5404.10009765625,5404.10009765625,5387.33011565511,5369.162635153875,SHORT,3201,2026-03-02 10:45:00+00:00,RSI Bounce,6586.85,6593.42
TP2,123.36,0.37,5409.10009765625,5409.10009765625,5387.473984827174,5364.045695929009,SHORT,3212,2026-03-02 13:30:00+00:00,RSI Bounce,6593.42,6716.78
SL,-67.78,0.23,5360.5,5331.028333495544,5395.865999805347,5434.1791662611395,LONG,3216,2026-03-02 14:30:00+00:00,RSI Bounce,6716.78,6649.0
SL,-67.46,0.24,5357.2001953125,5329.09016538562,5390.932231224756,5427.475270129699,LONG,3220,2026-03-02 15:30:00+00:00,RSI Bounce,6649.0,6581.54
SL,6.68,0.2,5324.2001953125,5324.2001953125,5364.276173173863,5407.691815857006,LONG,3223,2026-03-02 16:15:00+00:00,RSI Bounce,6581.54,6588.22
TP2,122.46,0.22,5312.7998046875,5312.7998046875,5348.905243577,5388.019469040625,LONG,3226,2026-03-02 17:00:00+00:00,RSI Bounce,6588.22,6710.68
SL,-66.63,0.36,5338.89990234375,5357.407947607756,5316.690248026943,5292.629789183735,SHORT,3236,2026-03-02 19:30:00+00:00,RSI Bounce,6710.68,6644.05
SL,-66.44,0.38,5347.7001953125,5365.184919174154,5326.718526678515,5303.988385658365,SHORT,3239,2026-03-02 20:15:00+00:00,RSI Bounce,6644.05,6577.61
SL,-65.49,0.46,5368.7998046875,5383.037707892094,5351.7143208419875,5333.205046676016,SHORT,3252,2026-03-03 00:30:00+00:00,RSI Bounce,6577.610000000001,6512.12
SL,6.47,0.42,5376.60009765625,5376.60009765625,5358.111144073535,5338.081444358926,SHORT,3256,2026-03-03 01:30:00+00:00,RSI Bounce,6512.120000000001,6518.59
SL,-59.15,0.5,5375.39990234375,5387.230483557998,5361.203204886652,5345.823449308129,SHORT,3266,2026-03-03 04:00:00+00:00,RSI Bounce,6518.590000000001,6459.44
TP2,105.88,0.5,5377.89990234375,5377.89990234375,5364.164301845014,5349.284067971384,SHORT,3269,2026-03-03 04:45:00+00:00,RSI Bounce,6459.440000000001,6565.32
SL,-65.19,0.29,5329.7998046875,5307.318775141817,5356.777040142319,5386.002378551706,LONG,3275,2026-03-03 06:15:00+00:00,RSI Bounce,6565.3200000000015,6500.13
SL,-65.79,0.24,5275.89990234375,5248.48540966378,5308.797293559714,5344.436134043675,LONG,3288,2026-03-03 09:30:00+00:00,RSI Bounce,6500.130000000002,6434.34
SL,6.51,0.14,5154.0,5154.0,5209.760426657654,5270.167555536779,LONG,3297,2026-03-03 11:45:00+00:00,RSI Bounce,6434.340000000002,6440.85
TP2,123.13,0.14,5072.0,5072.0,5129.047885282946,5190.849761006137,LONG,3312,2026-03-03 15:30:00+00:00,RSI Bounce,6440.850000000002,6563.98
SL,-65.14,0.22,5122.60009765625,5152.211178104443,5087.066801118418,5048.5723965357665,SHORT,3326,2026-03-03 19:00:00+00:00,RSI Bounce,6563.980000000002,6498.84
SL,-64.92,0.36,5124.2998046875,5142.334080713937,5102.658673455777,5079.214114621409,SHORT,3342,2026-03-04 00:00:00+00:00,RSI Bounce,6498.840000000002,6433.92
SL,-64.11,0.36,5153.5,5171.307488515263,5132.1310137816845,5108.981278711842,SHORT,3347,2026-03-04 01:15:00+00:00,RSI Bounce,6433.920000000002,6369.81
SL,6.33,0.34,5187.39990234375,5187.39990234375,5165.045894708498,5140.829053103642,SHORT,3351,2026-03-04 02:15:00+00:00,RSI Bounce,6369.810000000002,6376.14
TP2,116.46,0.38,5177.39990234375,5177.39990234375,5157.520559872016,5135.984605527637,SHORT,3359,2026-03-04 04:15:00+00:00,RSI Bounce,6376.140000000002,6492.6
SL,6.45,0.32,5158.39990234375,5158.39990234375,5182.587200512036,5208.790106861014,LONG,3368,2026-03-04 06:30:00+00:00,RSI Bounce,6492.600000000002,6499.05
SL,-65.34,0.39,5167.2001953125,5183.9551898559275,5147.094201860387,5125.312708953932,SHORT,3374,2026-03-04 08:00:00+00:00,RSI Bounce,6499.050000000002,6433.71
SL,-63.97,0.39,5178.60009765625,5195.00367516214,5158.915804649182,5137.591153891525,SHORT,3377,2026-03-04 08:45:00+00:00,RSI Bounce,6433.710000000002,6369.74
SL,-63.05,0.41,5200.0,5215.378251968336,5181.546097637996,5161.5543700791595,SHORT,3383,2026-03-04 10:15:00+00:00,RSI Bounce,6369.740000000002,6306.69
SL,-62.16,0.27,5166.39990234375,5143.377209848968,5194.0271333374885,5223.956633580705,LONG,3403,2026-03-04 15:15:00+00:00,RSI Bounce,6306.690000000001,6244.53
SL,-62.51,0.33,5148.60009765625,5129.658121135488,5171.330469481164,5195.9550389581555,LONG,3412,2026-03-04 17:30:00+00:00,RSI Bounce,6244.530000000002,6182.02
TP2,114.96,0.32,5135.89990234375,5135.89990234375,5159.2025071832895,5184.446995759458,LONG,3416,2026-03-04 18:30:00+00:00,RSI Bounce,6182.020000000001,6296.98
SL,-58.26,0.5,5182.2998046875,5193.951962153233,5168.317215728622,5153.169411023169,SHORT,3440,2026-03-05 01:30:00+00:00,RSI Bounce,6296.980000000001,6238.72
SL,-59.04,0.5,5184.89990234375,5196.707960263392,5170.730232840179,5155.379757544645,SHORT,3444,2026-03-05 02:30:00+00:00,RSI Bounce,6238.720000000001,6179.68
TP2,106.97,0.5,5189.5,5189.5,5175.62319983304,5160.589999652168,SHORT,3449,2026-03-05 03:45:00+00:00,RSI Bounce,6179.680000000001,6286.65
SL,6.32,0.41,5151.39990234375,5151.39990234375,5169.908467452862,5189.959412987733,LONG,3459,2026-03-05 06:15:00+00:00,RSI Bounce,6286.6500000000015,6292.97
SL,6.31,0.43,5180.2998046875,5180.2998046875,5162.701722385878,5143.637133225788,SHORT,3471,2026-03-05 09:15:00+00:00,RSI Bounce,6292.970000000001,6299.28
TP2,89.51,0.5,5172.60009765625,5172.60009765625,5160.988425308279,5148.409113597977,SHORT,3483,2026-03-05 12:15:00+00:00,RSI Bounce,6299.280000000002,6388.79
SL,-64.47,0.31,5140.2998046875,5119.502102385184,5165.257047450279,5192.294060443291,LONG,3488,2026-03-05 13:30:00+00:00,RSI Bounce,6388.790000000002,6324.32
SL,-63.34,0.31,5128.7998046875,5108.367705324188,5153.318323923474,5179.88005309578,LONG,3491,2026-03-05 14:15:00+00:00,RSI Bounce,6324.3200000000015,6260.98
SL,-63.02,0.25,5111.2998046875,5086.091557363603,5141.549701476176,5174.320422997242,LONG,3497,2026-03-05 15:45:00+00:00,RSI Bounce,6260.980000000001,6197.96
SL,6.29,0.25,5079.60009765625,5079.60009765625,5109.795615256032,5142.507425989128,LONG,3500,2026-03-05 16:30:00+00:00,RSI Bounce,6197.960000000001,6204.25
SL,6.25,0.43,5095.60009765625,5095.60009765625,5078.146099502121,5059.2376015018135,SHORT,3525,2026-03-05 23:45:00+00:00,RSI Bounce,6204.250000000001,6210.5
TP2,114.2,0.34,5138.0,5138.0,5116.212891333684,5092.6101902785085,SHORT,3534,2026-03-06 02:00:00+00:00,RSI Bounce,6210.500000000001,6324.7
TP2,117.37,0.49,5140.89990234375,5140.89990234375,5125.362454838788,5108.530220041746,SHORT,3540,2026-03-06 03:30:00+00:00,RSI Bounce,6324.700000000001,6442.07
TP2,98.64,0.5,5138.2998046875,5138.2998046875,5125.502892117584,5111.6395701668425,SHORT,3543,2026-03-06 04:15:00+00:00,RSI Bounce,6442.070000000001,6540.71
SL,-46.87,0.5,5123.10009765625,5113.726878743101,5134.347960352029,5146.533144939122,LONG,3555,2026-03-06 07:15:00+00:00,RSI Bounce,6540.710000000001,6493.84
SL,-55.74,0.5,5116.0,5104.852407448408,5129.377111061911,5143.8689813789815,LONG,3560,2026-03-06 08:30:00+00:00,RSI Bounce,6493.840000000001,6438.1
SL,-55.52,0.5,5107.60009765625,5096.4957469396395,5120.925318516183,5135.360974447777,LONG,3563,2026-03-06 09:15:00+00:00,RSI Bounce,6438.100000000001,6382.58
SL,-63.77,0.5,5096.10009765625,5083.346960701534,5111.40386200191,5127.982940043041,LONG,3567,2026-03-06 10:15:00+00:00,RSI Bounce,6382.580000000001,6318.81
SL,-62.68,0.27,5093.7998046875,5117.0143317419015,5065.942372222217,5035.763487051495,SHORT,3581,2026-03-06 13:45:00+00:00,RSI Bounce,6318.81,6256.13
TP2,118.17,0.24,5164.0,5164.0,5132.063201482856,5097.4650030892835,SHORT,3588,2026-03-06 15:30:00+00:00,RSI Bounce,6256.13,6374.3
SL,-63.15,0.32,5146.7001953125,5166.433362051598,5123.0203952255815,5097.367278464754,SHORT,3596,2026-03-06 17:30:00+00:00,RSI Bounce,6374.3,6311.15
SL,6.28,0.41,5170.2998046875,5170.2998046875,5151.920973130367,5132.010572276807,SHORT,3601,2026-03-06 18:45:00+00:00,RSI Bounce,6311.150000000001,6317.43
SL,-62.5,0.46,5166.7001953125,5180.287047837726,5150.395972282228,5132.733063999433,SHORT,3604,2026-03-06 19:30:00+00:00,RSI Bounce,6317.43,6254.93
SL,-63.17,0.27,5138.5,5115.1027186563415,5166.5767376123895,5196.993203359145,LONG,3617,2026-03-08 22:45:00+00:00,RSI Bounce,6254.93,6191.76
SL,-62.23,0.2,5053.89990234375,5022.783600407652,5091.239464667068,5131.690657183997,LONG,3623,2026-03-09 00:15:00+00:00,RSI Bounce,6191.76,6129.53
SL,6.21,0.19,5078.0,5078.0,5117.237053114267,5159.743860654723,LONG,3626,2026-03-09 01:00:00+00:00,RSI Bounce,6129.530000000001,6135.74
SL,-62.17,0.35,5113.89990234375,5131.662098311963,5092.585267181895,5069.494412423219,SHORT,3648,2026-03-09 06:30:00+00:00,RSI Bounce,6135.740000000001,6073.57
SL,6.11,0.36,5112.10009765625,5112.10009765625,5091.725112416437,5069.652211739973,SHORT,3660,2026-03-09 09:30:00+00:00,RSI Bounce,6073.570000000001,6079.68
SL,-60.97,0.48,5103.10009765625,5115.8028212989775,5087.856829284977,5071.34328854943,SHORT,3673,2026-03-09 12:45:00+00:00,RSI Bounce,6079.68,6018.71
SL,6.02,0.33,5091.10009765625,5091.10009765625,5112.992504171819,5136.709277897018,LONG,3679,2026-03-09 14:15:00+00:00,RSI Bounce,6018.71,6024.73
SL,-59.75,0.43,5145.5,5159.394585481273,5128.826497422473,5110.763536296819,SHORT,3700,2026-03-09 19:30:00+00:00,RSI Bounce,6024.7300000000005,5964.98
SL,-59.67,0.43,5142.39990234375,5156.276857475096,5125.747556186135,5107.707514515386,SHORT,3706,2026-03-09 22:00:00+00:00,RSI Bounce,5964.9800000000005,5905.31
SL,5.85,0.39,5155.5,5155.5,5137.509378900562,5118.0195393761705,SHORT,3710,2026-03-09 23:00:00+00:00,RSI Bounce,5905.31,5911.16
SL,5.88,0.35,5184.2001953125,5184.2001953125,5164.047504260614,5142.215422287738,SHORT,3722,2026-03-10 02:00:00+00:00,RSI Bounce,5911.160000000001,5917.04
SL,-59.78,0.38,5174.2998046875,5190.030919102752,5155.422467389199,5134.972018649371,SHORT,3725,2026-03-10 02:45:00+00:00,RSI Bounce,5917.040000000001,5857.26
SL,-45.0,0.5,5177.7001953125,5186.699769719391,5166.900706024231,5155.201259295273,SHORT,3736,2026-03-10 05:30:00+00:00,RSI Bounce,5857.260000000001,5812.26
SL,4.4,0.5,5185.2001953125,5185.2001953125,5174.635376459427,5163.190156035265,SHORT,3739,2026-03-10 06:15:00+00:00,RSI Bounce,5812.260000000001,5816.66
TP2,94.11,0.5,5192.5,5192.5,5180.290826821875,5167.064222545574,SHORT,3749,2026-03-10 08:45:00+00:00,RSI Bounce,5816.660000000001,5910.77
TP2,81.46,0.5,5191.7998046875,5191.7998046875,5181.23161768626,5169.782748434915,SHORT,3753,2026-03-10 09:45:00+00:00,RSI Bounce,5910.77,5992.23
SL,5.12,0.5,5186.60009765625,5186.60009765625,5198.898378872933,5212.221516857673,LONG,3757,2026-03-10 10:45:00+00:00,RSI Bounce,5992.2300000000005,5997.35
SL,6.03,0.42,5218.39990234375,5218.39990234375,5201.163185131877,5182.490074819014,SHORT,3768,2026-03-10 13:30:00+00:00,RSI Bounce,5997.35,6003.38
TP2,111.04,0.42,5238.0,5238.0,5220.851550443386,5202.2740634237225,SHORT,3777,2026-03-10 15:45:00+00:00,RSI Bounce,6003.38,6114.42
TP2,113.39,0.49,5237.60009765625,5237.60009765625,5222.589867561111,5206.328784958043,SHORT,3780,2026-03-10 16:30:00+00:00,RSI Bounce,6114.42,6227.81
TP2,98.79,0.5,5237.2001953125,5237.2001953125,5224.384402922321,5210.500627832961,SHORT,3784,2026-03-10 17:30:00+00:00,RSI Bounce,6227.81,6326.6
SL,-62.95,0.38,5206.7998046875,5190.234474271726,5226.678201186429,5248.213130726935,LONG,3790,2026-03-10 19:00:00+00:00,RSI Bounce,6326.6,6263.65
SL,6.33,0.4,5207.0,5207.0,5225.976066933717,5246.5334727785785,LONG,3793,2026-03-10 19:45:00+00:00,RSI Bounce,6263.650000000001,6269.98
SL,5.42,0.5,5222.7001953125,5222.7001953125,5209.680805877032,5195.576467321942,SHORT,3810,2026-03-11 01:00:00+00:00,RSI Bounce,6269.9800000000005,6275.4
SL,5.24,0.5,5215.89990234375,5215.89990234375,5203.325674837195,5189.703595038427,SHORT,3813,2026-03-11 01:45:00+00:00,RSI Bounce,6275.400000000001,6280.64
TP2,94.91,0.5,5221.7998046875,5221.7998046875,5209.4876365597,5196.149454421251,SHORT,3818,2026-03-11 03:00:00+00:00,RSI Bounce,6280.64,6375.55
SL,-45.37,0.5,5203.7001953125,5194.6260912431135,5214.589120195764,5226.385455485965,LONG,3837,2026-03-11 07:45:00+00:00,RSI Bounce,6375.55,6330.18
SL,-51.7,0.5,5195.2001953125,5184.861031794781,5207.6071915337625,5221.048104106797,LONG,3841,2026-03-11 08:45:00+00:00,RSI Bounce,6330.18,6278.48
SL,-62.69,0.43,5185.2998046875,5170.719756446814,5202.795862576323,5221.749925289214,LONG,3858,2026-03-11 13:00:00+00:00,RSI Bounce,6278.4800000000005,6215.79
TP2,71.2,0.5,5186.10009765625,5186.10009765625,5176.8632963110285,5166.856761520372,SHORT,3886,2026-03-11 20:00:00+00:00,RSI Bounce,6215.790000000001,6286.99
SL,-62.76,0.44,5157.5,5143.235747281094,5174.617103262688,5193.160631797266,LONG,3894,2026-03-11 23:00:00+00:00,RSI Bounce,6286.990000000001,6224.23
TP2,115.97,0.46,5143.89990234375,5143.89990234375,5160.2534961122865,5177.969889361535,LONG,3898,2026-03-12 00:00:00+00:00,RSI Bounce,6224.2300000000005,6340.2
TP2,106.32,0.5,5173.39990234375,5173.39990234375,5159.606435193578,5144.663512447559,SHORT,3907,2026-03-12 02:15:00+00:00,RSI Bounce,6340.200000000001,6446.52
SL,-39.06,0.5,5151.2001953125,5143.388565372016,5160.5741512410805,5170.72927016371,LONG,3918,2026-03-12 05:00:00+00:00,RSI Bounce,6446.52,6407.46
SL,-43.76,0.5,5172.60009765625,5181.352829256103,5162.096819736426,5150.7182686566175,SHORT,3925,2026-03-12 06:45:00+00:00,RSI Bounce,6407.46,6363.7
SL,-41.81,0.5,5183.89990234375,5192.260947515238,5173.866648137965,5162.9972894150305,SHORT,3931,2026-03-12 08:15:00+00:00,RSI Bounce,6363.7,6321.89
SL,-38.28,0.5,5182.2001953125,5189.856961047848,5173.012076430082,5163.05828097413,SHORT,3934,2026-03-12 09:00:00+00:00,RSI Bounce,6321.889999999999,6283.61
SL,3.63,0.5,5186.2001953125,5186.2001953125,5177.4853659573,5168.044300822501,SHORT,3939,2026-03-12 10:15:00+00:00,RSI Bounce,6283.61,6287.24
SL,-60.96,0.5,5166.89990234375,5154.708115642206,5181.530046385602,5197.379369097609,LONG,3954,2026-03-12 14:00:00+00:00,RSI Bounce,6287.24,6226.28
SL,-62.48,0.39,5134.7001953125,5118.680229725903,5153.924154016417,5174.7501092789935,LONG,3959,2026-03-12 15:15:00+00:00,RSI Bounce,6226.28,6163.8
SL,-62.01,0.43,5137.5,5123.079090677626,5154.8050911868495,5173.552273305936,LONG,3963,2026-03-12 16:15:00+00:00,RSI Bounce,6163.8,6101.79
SL,-61.09,0.5,5114.0,5101.781946504299,5128.66166419484,5144.545133739251,LONG,3970,2026-03-12 18:00:00+00:00,RSI Bounce,6101.79,6040.7
SL,-59.87,0.49,5099.5,5087.282289420276,5114.161252695668,5130.044276449309,LONG,3975,2026-03-12 19:15:00+00:00,RSI Bounce,6040.7,5980.83
TP2,111.57,0.47,5084.10009765625,5084.10009765625,5099.498260426314,5116.1796034272165,LONG,3981,2026-03-12 20:45:00+00:00,RSI Bounce,5980.83,6092.4
SL,-43.39,0.5,5115.39990234375,5124.078649222518,5104.9854060892285,5093.703035146829,SHORT,3996,2026-03-13 01:30:00+00:00,RSI Bounce,6092.4,6049.01
TP2,81.76,0.5,5122.2001953125,5122.2001953125,5111.593526711888,5100.102969061225,SHORT,4000,2026-03-13 02:30:00+00:00,RSI Bounce,6049.009999999999,6130.77
SL,-45.95,0.5,5094.10009765625,5084.910989762283,5105.12702712901,5117.072867391166,LONG,4018,2026-03-13 07:00:00+00:00,RSI Bounce,6130.7699999999995,6084.82
TP2,111.91,0.48,5081.2001953125,5081.2001953125,5096.322998569211,5112.706035430649,LONG,4024,2026-03-13 08:30:00+00:00,RSI Bounce,6084.82,6196.73
SL,5.4,0.5,5118.7001953125,5118.7001953125,5105.749860485645,5091.720331089886,SHORT,4042,2026-03-13 13:00:00+00:00,RSI Bounce,6196.73,6202.13
TP2,112.33,0.5,5107.5,5107.5,5092.926947720219,5077.139474417123,SHORT,4045,2026-03-13 13:45:00+00:00,RSI Bounce,6202.129999999999,6314.46
SL,-63.53,0.32,5074.2001953125,5054.3479337925255,5098.02290913647,5123.830849112437,LONG,4050,2026-03-13 15:00:00+00:00,RSI Bounce,6314.459999999999,6250.93
SL,-62.68,0.31,5044.7998046875,5024.5812430836095,5069.062078612168,5095.346208697225,LONG,4055,2026-03-13 16:15:00+00:00,RSI Bounce,6250.929999999999,6188.25
SL,-60.45,0.5,5029.10009765625,5017.010960052542,5043.6070627807,5059.322941665521,LONG,4072,2026-03-13 20:30:00+00:00,RSI Bounce,6188.249999999999,6127.8
SL,-60.78,0.47,5028.7998046875,5015.866965520724,5044.319211687632,5061.13190260444,LONG,4077,2026-03-15 22:45:00+00:00,RSI Bounce,6127.799999999999,6067.02
SL,6.01,0.32,5000.60009765625,5000.60009765625,5023.129462330078,5047.5362740600585,LONG,4081,2026-03-15 23:45:00+00:00,RSI Bounce,6067.0199999999995,6073.03
TP2,91.93,0.5,5026.60009765625,5026.60009765625,5014.67347100106,5001.7529587912695,SHORT,4108,2026-03-16 06:30:00+00:00,RSI Bounce,6073.03,6164.96
SL,-54.72,0.5,4998.89990234375,4987.956546192411,5012.031929725357,5026.258292722097,LONG,4113,2026-03-16 07:45:00+00:00,RSI Bounce,6164.96,6110.24
SL,-56.86,0.5,4992.39990234375,4981.027713377284,5006.04652910351,5020.830374759916,LONG,4119,2026-03-16 09:15:00+00:00,RSI Bounce,6110.24,6053.38
TP2,109.56,0.5,4990.7001953125,4990.7001953125,5004.913263853444,5020.3107547728,LONG,4123,2026-03-16 10:15:00+00:00,RSI Bounce,6053.38,6162.94
SL,6.19,0.5,5020.7998046875,5020.7998046875,5005.939633243623,4989.841114179422,SHORT,4128,2026-03-16 11:30:00+00:00,RSI Bounce,6162.9400000000005,6169.13
TP2,112.95,0.45,5035.7001953125,5035.7001953125,5019.419635796354,5001.7823629871955,SHORT,4137,2026-03-16 13:45:00+00:00,RSI Bounce,6169.13,6282.08
SL,-62.18,0.42,5001.7001953125,4986.894509017878,5019.467018866047,5038.714411049055,LONG,4146,2026-03-16 16:00:00+00:00,RSI Bounce,6282.08,6219.9
SL,4.69,0.5,5020.2001953125,5020.2001953125,5008.950008607267,4996.762306343264,SHORT,4163,2026-03-16 20:15:00+00:00,RSI Bounce,6219.9,6224.59
SL,4.14,0.5,5010.89990234375,5010.89990234375,5000.961240847583,4990.194357560069,SHORT,4174,2026-03-17 00:00:00+00:00,RSI Bounce,6224.589999999999,6228.73
SL,-48.01,0.5,5025.2998046875,5034.900836856824,5013.778566084311,5001.29722426419,SHORT,4182,2026-03-17 02:00:00+00:00,RSI Bounce,6228.73,6180.72
SL,-43.76,0.5,5026.2001953125,5034.952345540604,5015.6976150387745,5004.319819742239,SHORT,4185,2026-03-17 02:45:00+00:00,RSI Bounce,6180.719999999999,6136.96
SL,-41.74,0.5,5032.2001953125,5040.547302014822,5022.183667269714,5011.332428556694,SHORT,4188,2026-03-17 03:30:00+00:00,RSI Bounce,6136.959999999999,6095.22
TP2,67.03,0.5,5042.39990234375,5042.39990234375,5033.704157839877,5024.28376796068,SHORT,4193,2026-03-17 04:45:00+00:00,RSI Bounce,6095.219999999999,6162.25
TP2,75.66,0.5,5036.89990234375,5036.89990234375,5027.08442630716,5016.450993934188,SHORT,4196,2026-03-17 05:30:00+00:00,RSI Bounce,6162.249999999999,6237.91
SL,4.65,0.5,5018.7998046875,5018.7998046875,5029.967484692974,5042.065804698904,LONG,4200,2026-03-17 06:30:00+00:00,RSI Bounce,6237.909999999999,6242.56
TP2,96.13,0.5,5004.39990234375,5004.39990234375,5016.871209447956,5030.38179214418,LONG,4217,2026-03-17 10:45:00+00:00,RSI Bounce,6242.559999999999,6338.69
SL,-48.02,0.5,5022.39990234375,5032.0032852331415,5010.87584287648,4998.391445120271,SHORT,4224,2026-03-17 12:30:00+00:00,RSI Bounce,6338.689999999999,6290.67
TP2,113.98,0.5,5021.89990234375,5021.89990234375,5007.11318473847,4991.094240666084,SHORT,4229,2026-03-17 13:45:00+00:00,RSI Bounce,6290.669999999998,6404.65
SL,6.37,0.41,5002.60009765625,5002.60009765625,5021.234895299788,5041.422592746955,LONG,4237,2026-03-17 15:45:00+00:00,RSI Bounce,6404.649999999998,6411.02
SL,-33.39,0.5,5007.39990234375,5014.078100586397,4999.386064452573,4990.704406737131,SHORT,4267,2026-03-18 00:15:00+00:00,RSI Bounce,6411.019999999998,6377.63
TP2,76.8,0.5,5012.7998046875,5012.7998046875,5002.83593730798,4992.041747646834,SHORT,4271,2026-03-18 01:15:00+00:00,RSI Bounce,6377.629999999997,6454.43
SL,-44.85,0.5,4997.10009765625,4988.130061873908,5007.864140595061,5019.525187112106,LONG,4278,2026-03-18 03:00:00+00:00,RSI Bounce,6454.429999999998,6409.58
TP2,60.92,0.5,4989.89990234375,4989.89990234375,4997.803019571242,5006.3647299010245,LONG,4285,2026-03-18 04:45:00+00:00,RSI Bounce,6409.579999999997,6470.5
TP2,71.73,0.5,5013.7998046875,5013.7998046875,5004.494772499814,4994.414320963153,SHORT,4293,2026-03-18 06:45:00+00:00,RSI Bounce,6470.499999999997,6542.23
TP2,68.24,0.5,5006.10009765625,5006.10009765625,4997.24732465078,4987.656820561519,SHORT,4296,2026-03-18 07:30:00+00:00,RSI Bounce,6542.229999999997,6610.47
SL,-45.99,0.5,4990.7001953125,4981.5014746945935,5001.738660053988,5013.696996857266,LONG,4301,2026-03-18 08:45:00+00:00,RSI Bounce,6610.469999999997,6564.48
SL,-65.3,0.5,4973.39990234375,4960.339383404655,4989.072525070665,5006.051199691489,LONG,4310,2026-03-18 11:00:00+00:00,RSI Bounce,6564.479999999997,6499.18
SL,-65.45,0.32,4884.39990234375,4863.946098416955,4908.944467055904,4935.534412160738,LONG,4317,2026-03-18 12:45:00+00:00,RSI Bounce,6499.179999999997,6433.73
SL,-65.55,0.26,4876.7998046875,4851.586584489328,4907.055668925306,4939.83285518293,LONG,4320,2026-03-18 13:30:00+00:00,RSI Bounce,6433.729999999997,6368.18
SL,6.31,0.3,4873.10009765625,4873.10009765625,4898.351056829826,4925.7062626012,LONG,4325,2026-03-18 14:45:00+00:00,RSI Bounce,6368.179999999997,6374.49
SL,6.33,0.38,4881.7001953125,4881.7001953125,4901.702601495488,4923.3718748603915,LONG,4330,2026-03-18 16:00:00+00:00,RSI Bounce,6374.489999999997,6380.82
TP2,114.37,0.5,4895.10009765625,4895.10009765625,4880.2634823204535,4864.19048237334,SHORT,4337,2026-03-18 17:45:00+00:00,RSI Bounce,6380.819999999997,6495.19
SL,-65.38,0.41,4860.60009765625,4844.654001739688,4879.735412756124,4900.465337447655,LONG,4342,2026-03-18 19:00:00+00:00,RSI Bounce,6495.189999999997,6429.81
SL,-64.4,0.37,4824.2998046875,4806.894186985264,4845.186545930183,4867.813848943089,LONG,4348,2026-03-18 20:30:00+00:00,RSI Bounce,6429.809999999997,6365.41
TIMEOUT,52.43,0.35,4830.2998046875,4830.2998046875,4851.96222730842,4875.429851814416,LONG,4352,2026-03-18 22:30:00+00:00,RSI Bounce,6365.409999999997,6417.84
SL,-64.92,0.43,4851.2998046875,4866.397389853539,4833.182702488254,4813.555841772404,SHORT,4365,2026-03-19 01:45:00+00:00,RSI Bounce,6417.839999999997,6352.92
TIMEOUT,89.91,0.5,4859.5,4859.5,4844.433949426883,4828.11239463934,SHORT,4369,2026-03-19 02:45:00+00:00,RSI Bounce,6352.919999999997,6442.83
SL,-56.75,0.5,4467.10009765625,4455.750885817328,4484.123915414633,4501.147733173016,LONG,50,2026-01-07 17:30:00+00:00,HSD,10000.0,9943.25
